id_depto_indec_residencia;departamento_residencia;id_prov_indec_residencia;provincia_residencia;anio_min;evento;id_grupo_etario;grupo_etario;sepi_min;cantidad
568;Morón;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;10;46
056;Leales;90;Tucumán;2024;Dengue;12;Mayores de 65 años;12;15
015;Concordia;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;15;33
126;San Alberto;14;Córdoba;2024;Dengue;10;De 35 a 44 años;12;12
098;Tafí del Valle;90;Tucumán;2024;Dengue;9;De 25 a 34 años;16;4
077;Rawson;70;San Juan;2024;Dengue;11;De 45 a 65 años;16;26
007;Burruyacú;90;Tucumán;2024;Dengue;7;De 15 a 19 años;13;19
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;6;7
042;Pilagás;34;Formosa;2024;Dengue;11;De 45 a 65 años;11;6
070;Las Colonias;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;10;21
274;Florencio Varela;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;12;66
056;Iriondo;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;17;5
014;Capital;46;La Rioja;2024;Dengue;5;De 5 a 9 años;12;73
070;Minas;14;Córdoba;2024;Dengue;8;De 20 a 24 años;14;2
658;Quilmes;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;11;17
252;Escobar;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;10;15
021;Capital;42;La Pampa;2024;Dengue;11;De 45 a 65 años;11;4
063;Marcos Juárez;14;Córdoba;2024;Dengue;12;Mayores de 65 años;7;1
168;Santo Tomé;18;Corrientes;2024;Dengue;10;De 35 a 44 años;17;12
014;Cruz Alta;90;Tucumán;2024;Dengue;10;De 35 a 44 años;13;67
999;desconocido;99;desconocida;2024;Dengue;7;De 15 a 19 años;14;24
182;Unión;14;Córdoba;2024;Dengue;5;De 5 a 9 años;11;9
028;Guaymallén;50;Mendoza;2024;Dengue;6;De 10 a 14 años;11;14
035;Banda;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;10;23
161;Tercero Arriba;14;Córdoba;2024;Dengue;4;De 2 a 4 años;12;12
140;San Fernando;22;Chaco;2024;Dengue;5;De 5 a 9 años;8;34
043;Fray Justo Santa María de Oro;22;Chaco;2024;Dengue;7;De 15 a 19 años;6;1
113;Villaguay;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;10;20
028;Cruz del Eje;14;Córdoba;2024;Dengue;6;De 10 a 14 años;19;4
119;San Lorenzo;82;Santa Fe;2024;Dengue;10;De 35 a 44 años;8;36
056;Pirané;34;Formosa;2024;Dengue;11;De 45 a 65 años;4;50
084;Paraná;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;14;71
274;Florencio Varela;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;14;6
042;Eldorado;54;Misiones;2024;Dengue;11;De 45 a 65 años;2;11
042;Eldorado;54;Misiones;2024;Dengue;5;De 5 a 9 años;9;35
007;Calamuchita;14;Córdoba;2024;Dengue;8;De 20 a 24 años;14;17
007;Capital;50;Mendoza;2024;Dengue;11;De 45 a 65 años;16;9
154;San Miguel;18;Corrientes;2024;Dengue;9;De 25 a 34 años;8;1
441;La Plata;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;8;23
560;Moreno;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;11;134
581;Necochea;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;11;2
014;Formosa;34;Formosa;2024;Dengue;12;Mayores de 65 años;12;3
105;San Jerónimo;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;18;6
021;Chicligasta;90;Tucumán;2024;Dengue;11;De 45 a 65 años;16;35
140;San Justo;14;Córdoba;2024;Dengue;5;De 5 a 9 años;11;70
410;Ituzaingó;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;10;1
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;12;16
070;Monteros;90;Tucumán;2024;Dengue;11;De 45 a 65 años;16;28
441;La Plata;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;7;8
112;O'Higgins;22;Chaco;2024;Dengue;11;De 45 a 65 años;5;22
012;COMUNA 12;02;CABA;2024;Dengue;9;De 25 a 34 años;13;10
084;Guasayán;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;9;1
035;Banda;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;17;36
126;San Alberto;14;Córdoba;2024;Dengue;12;Mayores de 65 años;17;6
049;Capital;10;Catamarca;2024;Dengue;4;De 2 a 4 años;11;10
021;Capital;18;Corrientes;2024;Dengue;8;De 20 a 24 años;5;35
049;General Obligado;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;4;4
410;Ituzaingó;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;11;27
028;Capital;54;Misiones;2024;Dengue;10;De 35 a 44 años;4;76
084;Rosario;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;7;154
560;Moreno;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;7;8
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;10;De 35 a 44 años;13;145
008;Colón;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;10;7
140;San Justo;14;Córdoba;2024;Dengue;9;De 25 a 34 años;4;3
434;Lanús;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;16;42
021;Godoy Cruz;50;Mendoza;2024;Dengue;10;De 35 a 44 años;18;1
035;Cerrillos;66;Salta;2024;Dengue;9;De 25 a 34 años;14;8
760;San Miguel;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;12;76
014;Cruz Alta;90;Tucumán;2024;Dengue;10;De 35 a 44 años;9;88
412;José C. Paz;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;14;110
084;Paraná;30;Entre Ríos;2024;Dengue;4;De 2 a 4 años;14;9
861;Vicente López;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;16;7
007;COMUNA 7;02;CABA;2024;Dengue;10;De 35 a 44 años;11;19
063;Lules;90;Tucumán;2024;Dengue;9;De 25 a 34 años;4;3
070;Santa Bárbara;38;Jujuy;2024;Dengue;11;De 45 a 65 años;18;3
084;Capital;90;Tucumán;2024;Dengue;6;De 10 a 14 años;10;77
408;Hurlingham;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;12;8
105;Río Primero;14;Córdoba;2024;Dengue;6;De 10 a 14 años;16;13
014;Cainguás;54;Misiones;2024;Dengue;11;De 45 a 65 años;13;2
161;Tapenagá;22;Chaco;2024;Dengue;11;De 45 a 65 años;12;5
012;COMUNA 12;02;CABA;2024;Dengue;9;De 25 a 34 años;9;13
760;San Miguel;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;17;21
070;Pocito;70;San Juan;2024;Dengue;11;De 45 a 65 años;14;1
035;Patiño;34;Formosa;2024;Dengue;5;De 5 a 9 años;6;7
028;Capital;66;Salta;2024;Dengue;10;De 35 a 44 años;15;121
001;COMUNA 1;02;CABA;2024;Dengue;8;De 20 a 24 años;7;33
861;Vicente López;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;9;39
658;Quilmes;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;16;19
003;COMUNA 3;02;CABA;2024;Dengue;11;De 45 a 65 años;9;15
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;13;19
014;Capital;46;La Rioja;2024;Dengue;12;Mayores de 65 años;1;1
091;Oberá;54;Misiones;2024;Dengue;12;Mayores de 65 años;4;6
007;Anta;66;Salta;2024;Dengue;4;De 2 a 4 años;11;12
008;Colón;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;16;2
371;General San Martín;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;10;36
364;General Rodríguez;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;9;8
084;Presidente Roque Sáenz Peña;14;Córdoba;2024;Dengue;10;De 35 a 44 años;19;1
175;Tulumba;14;Córdoba;2024;Dengue;12;Mayores de 65 años;11;1
049;Pilcomayo;34;Formosa;2024;Dengue;12;Mayores de 65 años;19;2
021;Castellanos;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;17;38
056;General Donovan;22;Chaco;2024;Dengue;9;De 25 a 34 años;16;6
021;Diamante;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;9;4
028;Capital;70;San Juan;2024;Dengue;9;De 25 a 34 años;12;10
112;San Justo;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;14;11
015;COMUNA 15;02;CABA;2024;Dengue;10;De 35 a 44 años;15;10
049;Junín;74;San Luis;2024;Dengue;12;Mayores de 65 años;14;2
021;Colón;14;Córdoba;2024;Dengue;3;De 13 a 24 meses;15;3
154;Sargento Cabral;22;Chaco;2024;Dengue;12;Mayores de 65 años;5;7
035;Ledesma;38;Jujuy;2024;Dengue;12;Mayores de 65 años;14;4
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;14;9
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;8;De 20 a 24 años;15;89
070;Las Colonias;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;8;3
568;Morón;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;10;11
042;General San Martín;14;Córdoba;2024;Dengue;9;De 25 a 34 años;13;236
049;Pilcomayo;34;Formosa;2024;Dengue;9;De 25 a 34 años;3;17
084;Libertador General San Martín;22;Chaco;2024;Dengue;11;De 45 a 65 años;6;2
861;Vicente López;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;13;88
168;Totoral;14;Córdoba;2024;Dengue;12;Mayores de 65 años;13;1
638;Pilar;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;7;5
021;Capital;18;Corrientes;2024;Dengue;5;De 5 a 9 años;9;3
140;San Fernando;22;Chaco;2024;Dengue;11;De 45 a 65 años;15;50
154;Sargento Cabral;22;Chaco;2024;Dengue;8;De 20 a 24 años;1;4
098;Río Cuarto;14;Córdoba;2024;Dengue;6;De 10 a 14 años;7;1
105;Río Primero;14;Córdoba;2024;Dengue;6;De 10 a 14 años;17;19
140;San Justo;14;Córdoba;2024;Dengue;9;De 25 a 34 años;8;61
070;Monteros;90;Tucumán;2024;Dengue;5;De 5 a 9 años;13;24
056;Leales;90;Tucumán;2024;Dengue;10;De 35 a 44 años;16;13
084;Capital;90;Tucumán;2024;Dengue;11;De 45 a 65 años;16;398
168;Santo Tomé;18;Corrientes;2024;Dengue;11;De 45 a 65 años;10;16
049;General Obligado;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;6;1
028;Capital;54;Misiones;2024;Dengue;11;De 45 a 65 años;4;101
028;Capital;66;Salta;2024;Dengue;11;De 45 a 65 años;7;44
028;Famaillá;90;Tucumán;2024;Dengue;7;De 15 a 19 años;10;5
098;Río Cuarto;14;Córdoba;2024;Dengue;3;De 13 a 24 meses;13;8
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;12;Mayores de 65 años;16;8
021;Capital;18;Corrientes;2024;Dengue;8;De 20 a 24 años;9;15
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;18;11
049;General Manuel Belgrano;54;Misiones;2024;Dengue;10;De 35 a 44 años;8;2
003;COMUNA 3;02;CABA;2024;Dengue;6;De 10 a 14 años;11;8
028;Almirante Brown;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;22
999;desconocido;02;CABA;2024;Dengue;7;De 15 a 19 años;11;5
014;Capital;46;La Rioja;2024;Dengue;4;De 2 a 4 años;12;13
084;Capital;90;Tucumán;2024;Dengue;7;De 15 a 19 años;18;39
638;Pilar;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;7;11
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;14;17
861;Vicente López;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;5;2
084;Pomán;10;Catamarca;2024;Dengue;9;De 25 a 34 años;9;2
427;La Matanza;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;16;29
063;La Capital;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;5;1
098;Santa Rosa;10;Catamarca;2024;Dengue;10;De 35 a 44 años;17;6
028;Matacos;34;Formosa;2024;Dengue;11;De 45 a 65 años;12;2
028;Cruz del Eje;14;Córdoba;2024;Dengue;12;Mayores de 65 años;11;3
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;3;6
077;Libertad;22;Chaco;2024;Dengue;10;De 35 a 44 años;15;8
005;COMUNA 5;02;CABA;2024;Dengue;8;De 20 a 24 años;16;3
861;Vicente López;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;16;28
077;Nogoyá;30;Entre Ríos;2024;Dengue;5;De 5 a 9 años;11;2
658;Quilmes;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;5;2
084;Capital;90;Tucumán;2024;Dengue;4;De 2 a 4 años;5;1
091;Punilla;14;Córdoba;2024;Dengue;11;De 45 a 65 años;9;18
182;Unión;14;Córdoba;2024;Dengue;9;De 25 a 34 años;19;11
028;Famaillá;90;Tucumán;2024;Dengue;9;De 25 a 34 años;15;6
039;2 de Abril;22;Chaco;2024;Dengue;11;De 45 a 65 años;1;1
056;Chapaleufú;42;La Pampa;2024;Dengue;12;Mayores de 65 años;16;1
070;Las Colonias;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;3;2
077;9 de Julio;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;8;11
028;Capital;54;Misiones;2024;Dengue;12;Mayores de 65 años;5;32
014;Formosa;34;Formosa;2024;Dengue;12;Mayores de 65 años;9;12
098;Santa Rosa;10;Catamarca;2024;Dengue;10;De 35 a 44 años;10;1
119;San Lorenzo;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;15;27
001;COMUNA 1;02;CABA;2024;Dengue;6;De 10 a 14 años;16;43
412;José C. Paz;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;10;83
014;Capital;14;Córdoba;2024;Dengue;4;De 2 a 4 años;12;310
274;Florencio Varela;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;14;22
021;Escalante;26;Chubut;2024;Dengue;10;De 35 a 44 años;2;2
441;La Plata;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;15;19
098;Uruguay;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;17;19
098;Uruguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;15;15
063;General Güemes;22;Chaco;2024;Dengue;10;De 35 a 44 años;8;13
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;5;14
105;Maracó;42;La Pampa;2024;Dengue;7;De 15 a 19 años;12;4
270;Ezeiza;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;11;9
004;COMUNA 4;02;CABA;2024;Dengue;12;Mayores de 65 años;10;9
001;COMUNA 1;02;CABA;2024;Dengue;9;De 25 a 34 años;10;154
539;Merlo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;8;35
161;Robles;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;12;20
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;9;26
063;San Pedro;38;Jujuy;2024;Dengue;6;De 10 a 14 años;16;5
140;San Fernando;22;Chaco;2024;Dengue;11;De 45 a 65 años;11;88
028;Almirante Brown;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;9;23
021;Capital;18;Corrientes;2024;Dengue;8;De 20 a 24 años;3;38
084;Paraná;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;16;54
028;Guaymallén;50;Mendoza;2024;Dengue;7;De 15 a 19 años;11;22
077;Rawson;70;San Juan;2024;Dengue;9;De 25 a 34 años;5;1
042;Chilecito;46;La Rioja;2024;Dengue;8;De 20 a 24 años;18;2
042;General San Martín;14;Córdoba;2024;Dengue;10;De 35 a 44 años;14;207
008;COMUNA 8;02;CABA;2024;Dengue;7;De 15 a 19 años;12;12
084;Capital;90;Tucumán;2024;Dengue;12;Mayores de 65 años;18;67
036;12 de Octubre;22;Chaco;2024;Dengue;8;De 20 a 24 años;8;2
119;San Lorenzo;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;10;13
049;Río Chico;78;Santa Cruz;2024;Dengue;9;De 25 a 34 años;8;1
042;General López;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;11;5
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;13;9
658;Quilmes;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;17;9
105;9 de Julio;22;Chaco;2024;Dengue;11;De 45 a 65 años;1;11
091;Berazategui;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;7;15
028;Almirante Brown;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;19;3
028;Chacabuco;22;Chaco;2024;Dengue;8;De 20 a 24 años;1;3
021;Castellanos;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;18;4
021;Colón;14;Córdoba;2024;Dengue;11;De 45 a 65 años;7;8
028;Capital;70;San Juan;2024;Dengue;10;De 35 a 44 años;10;2
049;Gualeguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;15;1
999;desconocido;02;CABA;2024;Dengue;5;De 5 a 9 años;14;1
077;General Taboada;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;12;2
098;Santa Rosa;10;Catamarca;2024;Dengue;11;De 45 a 65 años;8;1
364;General Rodríguez;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;2
021;Colón;14;Córdoba;2024;Dengue;10;De 35 a 44 años;19;2
112;San Justo;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;9;5
013;COMUNA 13;02;CABA;2024;Dengue;6;De 10 a 14 años;7;2
014;Cruz Alta;90;Tucumán;2024;Dengue;8;De 20 a 24 años;8;42
008;Colón;30;Entre Ríos;2024;Dengue;5;De 5 a 9 años;19;1
126;Tupungato;50;Mendoza;2024;Dengue;9;De 25 a 34 años;16;1
105;Maracó;42;La Pampa;2024;Dengue;5;De 5 a 9 años;17;1
140;Rosario de la Frontera;66;Salta;2024;Dengue;11;De 45 a 65 años;17;25
778;San Vicente;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;9;1
882;Zárate;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;5
147;San Lorenzo;22;Chaco;2024;Dengue;9;De 25 a 34 años;4;2
007;COMUNA 7;02;CABA;2024;Dengue;10;De 35 a 44 años;10;13
021;Capital;18;Corrientes;2024;Dengue;12;Mayores de 65 años;11;13
371;General San Martín;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;15;26
015;Concordia;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;7;5
021;Laishi;34;Formosa;2024;Dengue;9;De 25 a 34 años;1;15
084;Montecarlo;54;Misiones;2024;Dengue;12;Mayores de 65 años;7;15
056;Pirané;34;Formosa;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);6;1
036;12 de Octubre;22;Chaco;2024;Dengue;11;De 45 a 65 años;4;34
007;Río Grande;94;Tierra del Fuego;2024;Dengue;11;De 45 a 65 años;4;5
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;13;98
210;Chacabuco;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;11;3
007;Anta;66;Salta;2024;Dengue;11;De 45 a 65 años;10;73
021;Comandante Fernández;22;Chaco;2024;Dengue;3;De 13 a 24 meses;6;9
112;Metán;66;Salta;2024;Dengue;10;De 35 a 44 años;13;64
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;144
371;General San Martín;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;10;63
028;Federación;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;15;62
021;Castellanos;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;10;21
028;Capital;66;Salta;2024;Dengue;7;De 15 a 19 años;18;14
105;Independencia;46;La Rioja;2024;Dengue;8;De 20 a 24 años;13;9
749;San Fernando;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;13;8
056;La Capital;74;San Luis;2024;Dengue;9;De 25 a 34 años;10;5
028;Cruz del Eje;14;Córdoba;2024;Dengue;6;De 10 a 14 años;11;4
028;Almirante Brown;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;18;7
098;San Ignacio;54;Misiones;2024;Dengue;7;De 15 a 19 años;9;2
056;Grl. José de San Martín;66;Salta;2024;Dengue;9;De 25 a 34 años;9;1
049;Capital;10;Catamarca;2024;Dengue;10;De 35 a 44 años;18;12
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;15;67
021;Chicligasta;90;Tucumán;2024;Dengue;5;De 5 a 9 años;10;6
070;La Paz;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;4;7
112;San Justo;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;11;6
658;Quilmes;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;11;7
035;Ledesma;38;Jujuy;2024;Dengue;8;De 20 a 24 años;19;2
014;Capital;46;La Rioja;2024;Dengue;11;De 45 a 65 años;9;20
070;Leandro N. Alem;54;Misiones;2024;Dengue;6;De 10 a 14 años;15;3
049;Capital;10;Catamarca;2024;Dengue;4;De 2 a 4 años;19;1
056;Grl. José de San Martín;66;Salta;2024;Dengue;8;De 20 a 24 años;6;1
005;COMUNA 5;02;CABA;2024;Dengue;10;De 35 a 44 años;16;6
014;Caseros;82;Santa Fe;2024;Dengue;10;De 35 a 44 años;13;11
091;Berazategui;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;12;19
147;San Lorenzo;22;Chaco;2024;Dengue;8;De 20 a 24 años;5;1
119;Presidencia de la Plaza;22;Chaco;2024;Dengue;4;De 2 a 4 años;16;4
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;15;6
999;desconocido;99;desconocida;2024;Dengue;12;Mayores de 65 años;13;7
999;desconocido;90;Tucumán;2024;Dengue;5;De 5 a 9 años;9;10
252;Escobar;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;10;9
648;Presidente Perón;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;14;5
999;desconocido;99;desconocida;2024;Dengue;8;De 20 a 24 años;16;557
014;Bermejo;22;Chaco;2024;Dengue;11;De 45 a 65 años;17;3
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;30
049;General Güemes;66;Salta;2024;Dengue;10;De 35 a 44 años;14;7
119;San Lorenzo;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;11;22
014;Cruz Alta;90;Tucumán;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);12;17
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;18;3
012;COMUNA 12;02;CABA;2024;Dengue;7;De 15 a 19 años;9;8
126;San Alberto;14;Córdoba;2024;Dengue;11;De 45 a 65 años;15;37
007;Apóstoles;54;Misiones;2024;Dengue;6;De 10 a 14 años;9;3
001;COMUNA 1;02;CABA;2024;Dengue;7;De 15 a 19 años;11;98
077;Nogoyá;30;Entre Ríos;2024;Dengue;6;De 10 a 14 años;10;3
539;Merlo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;13;70
999;desconocido;99;desconocida;2024;Dengue;8;De 20 a 24 años;17;496
805;Tigre;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;9;4
028;Federación;30;Entre Ríos;2024;Dengue;5;De 5 a 9 años;16;24
112;San Justo;82;Santa Fe;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);14;1
049;Capital;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;8;63
161;Robles;86;Santiago del Estero;2024;Dengue;5;De 5 a 9 años;6;1
091;Berazategui;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;3;4
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;12;24
084;Capital;90;Tucumán;2024;Dengue;6;De 10 a 14 años;4;3
035;General Pedernera;74;San Luis;2024;Dengue;9;De 25 a 34 años;14;111
007;Burruyacú;90;Tucumán;2024;Dengue;11;De 45 a 65 años;10;14
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;4;De 2 a 4 años;13;16
760;San Miguel;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;7;13
042;General San Martín;14;Córdoba;2024;Dengue;8;De 20 a 24 años;15;50
140;San Justo;14;Córdoba;2024;Dengue;5;De 5 a 9 años;15;52
119;Yerba Buena;90;Tucumán;2024;Dengue;11;De 45 a 65 años;9;58
028;Constitución;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;14;1
154;Sargento Cabral;22;Chaco;2024;Dengue;4;De 2 a 4 años;11;1
483;Lobos;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;15;1
077;Rawson;70;San Juan;2024;Dengue;12;Mayores de 65 años;13;5
119;Molinos;66;Salta;2024;Dengue;9;De 25 a 34 años;12;3
091;Maipú;22;Chaco;2024;Dengue;5;De 5 a 9 años;3;1
035;Avellaneda;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;7;19
014;Caseros;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;10;10
105;9 de Julio;22;Chaco;2024;Dengue;9;De 25 a 34 años;7;11
012;COMUNA 12;02;CABA;2024;Dengue;7;De 15 a 19 años;3;2
091;Tala;30;Entre Ríos;2024;Dengue;6;De 10 a 14 años;12;1
217;Chascomús;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;13;1
004;COMUNA 4;02;CABA;2024;Dengue;8;De 20 a 24 años;11;23
077;Libertad;22;Chaco;2024;Dengue;12;Mayores de 65 años;2;5
028;Almirante Brown;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;4;2
042;Pilagás;34;Formosa;2024;Dengue;12;Mayores de 65 años;2;5
021;Chicligasta;90;Tucumán;2024;Dengue;8;De 20 a 24 años;15;13
252;Escobar;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;5;1
056;Leales;90;Tucumán;2024;Dengue;7;De 15 a 19 años;14;7
112;San Pedro;54;Misiones;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);13;1
035;Banda;86;Santiago del Estero;2024;Dengue;4;De 2 a 4 años;6;2
056;La Capital;74;San Luis;2024;Dengue;8;De 20 a 24 años;16;2
063;Iguazú;54;Misiones;2024;Dengue;5;De 5 a 9 años;4;9
882;Zárate;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;6;1
098;Santa Lucía;70;San Juan;2024;Dengue;11;De 45 a 65 años;17;1
070;Las Colonias;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;5;4
084;Rosario;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;15;45
007;Río Grande;94;Tierra del Fuego;2024;Dengue;11;De 45 a 65 años;6;2
084;Paraná;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;17;45
105;9 de Julio;22;Chaco;2024;Dengue;9;De 25 a 34 años;4;30
568;Morón;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;18;1
412;José C. Paz;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;11;112
371;General San Martín;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;5;4
070;Las Colonias;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;7;9
140;San Fernando;22;Chaco;2024;Dengue;7;De 15 a 19 años;2;70
007;Anta;66;Salta;2024;Dengue;11;De 45 a 65 años;8;57
028;Capital;66;Salta;2024;Dengue;9;De 25 a 34 años;16;55
